fold,rna_idx,drug_idx,label,split
3,73,82,0,train
3,165,1,0,train
3,518,109,0,train
3,388,10,0,train
3,460,54,0,train
3,574,55,0,train
3,187,22,0,train
3,188,8,0,train
3,402,109,0,train
3,313,2,0,train
3,489,67,0,train
3,167,27,0,train
3,474,39,0,train
3,427,99,0,train
3,577,83,0,train
3,146,1,0,train
3,617,62,0,train
3,299,53,0,train
3,184,51,0,train
3,93,101,0,train
3,474,60,0,train
3,387,33,0,train
3,371,5,0,train
3,543,108,0,train
3,549,30,0,train
3,295,69,0,train
3,77,106,0,train
3,322,86,0,train
3,500,90,0,train
3,540,69,0,train
3,283,42,0,train
3,493,65,0,train
3,523,98,0,train
3,129,42,0,train
3,93,111,0,train
3,128,71,0,train
3,428,114,0,train
3,557,32,0,train
3,106,9,0,train
3,202,88,0,train
3,401,76,0,train
3,446,111,0,train
3,445,112,0,train
3,429,114,0,train
3,508,38,0,train
3,40,93,0,train
3,371,71,0,train
3,493,10,0,train
3,389,66,0,train
3,331,31,0,train
3,137,81,0,train
3,79,112,0,train
3,77,24,0,train
3,143,18,0,train
3,270,109,0,train
3,240,102,0,train
3,508,23,0,train
3,221,71,0,train
3,442,75,0,train
3,120,21,0,train
3,261,56,0,train
3,363,96,0,train
3,129,85,0,train
3,209,67,0,train
3,51,24,0,train
3,144,85,0,train
3,56,53,0,train
3,597,106,0,train
3,611,57,0,train
3,13,87,0,train
3,435,36,0,train
3,573,22,0,train
3,458,29,0,train
3,497,93,0,train
3,240,39,0,train
3,463,56,0,train
3,307,30,0,train
3,484,64,0,train
3,572,76,0,train
3,337,87,0,train
3,53,42,0,train
3,410,9,0,train
3,365,108,0,train
3,148,107,0,train
3,178,14,0,train
3,502,13,0,train
3,391,76,0,train
3,106,69,0,train
3,529,100,0,train
3,61,89,0,train
3,389,44,0,train
3,214,83,0,train
3,464,84,0,train
3,347,60,0,train
3,304,111,0,train
3,71,10,0,train
3,105,96,0,train
3,616,6,0,train
3,76,60,0,train
3,467,31,0,train
3,98,80,0,train
3,184,81,0,train
3,488,54,0,train
3,134,96,0,train
3,312,29,0,train
3,185,18,0,train
3,47,101,0,train
3,463,104,0,train
3,343,103,0,train
3,485,55,0,train
3,472,42,0,train
3,75,111,0,train
3,489,91,0,train
3,252,109,0,train
3,428,58,0,train
3,542,37,0,train
3,28,92,0,train
3,35,57,0,train
3,402,90,0,train
3,79,72,0,train
3,413,61,0,train
3,163,101,0,train
3,325,112,0,train
3,472,92,0,train
3,573,83,0,train
3,272,33,0,train
3,132,118,0,train
3,310,2,0,train
3,306,109,0,train
3,70,86,0,train
3,473,5,0,train
3,123,74,0,train
3,227,65,0,train
3,384,69,0,train
3,518,91,0,train
3,602,102,0,train
3,235,116,0,train
3,388,112,0,train
3,250,103,0,train
3,517,116,0,train
3,529,107,0,train
3,80,38,0,train
3,502,36,0,train
3,223,87,0,train
3,421,6,0,train
3,482,114,0,train
3,401,72,0,train
3,224,14,0,train
3,130,91,0,train
3,353,61,0,train
3,475,83,0,train
3,404,90,0,train
3,519,98,0,train
3,365,99,0,train
3,239,108,0,train
3,413,53,0,train
3,251,100,0,train
3,60,105,0,train
3,97,76,0,train
3,122,65,0,train
3,176,21,0,train
3,340,48,0,train
3,336,88,0,train
3,462,114,0,train
3,6,53,0,train
3,277,74,0,train
3,55,86,0,train
3,497,101,0,train
3,339,61,0,train
3,85,60,0,train
3,230,118,0,train
3,170,73,0,train
3,291,114,0,train
3,147,86,0,train
3,410,83,0,train
3,608,90,0,train
3,329,109,0,train
3,65,108,0,train
3,587,30,0,train
3,24,56,0,train
3,87,100,0,train
3,592,104,0,train
3,529,25,0,train
3,330,78,0,train
3,249,106,0,train
3,444,89,0,train
3,475,25,0,train
3,220,27,0,train
3,6,68,0,train
3,87,73,0,train
3,273,89,0,train
3,272,9,0,train
3,495,86,0,train
3,68,101,0,train
3,212,13,0,train
3,196,9,0,train
3,259,76,0,train
3,30,86,0,train
3,161,88,0,train
3,474,112,0,train
3,51,54,0,train
3,170,21,0,train
3,530,80,0,train
3,82,54,0,train
3,404,93,0,train
3,532,20,0,train
3,35,109,0,train
3,492,21,0,train
3,611,27,0,train
3,58,55,0,train
3,588,61,0,train
3,507,51,0,train
3,100,21,0,train
3,287,9,0,train
3,464,92,0,train
3,78,33,0,train
3,566,31,0,train
3,51,31,0,train
3,458,37,0,train
3,337,18,0,train
3,457,57,0,train
3,386,17,0,train
3,112,100,0,train
3,371,8,0,train
3,348,43,0,train
3,445,29,0,train
3,331,65,0,train
3,70,114,0,train
3,159,36,0,train
3,521,30,0,train
3,135,76,0,train
3,333,92,0,train
3,281,88,0,train
3,218,104,0,train
3,223,118,0,train
3,170,81,0,train
3,505,10,0,train
3,373,69,0,train
3,455,64,0,train
3,408,78,0,train
3,24,18,0,train
3,278,102,0,train
3,534,32,0,train
3,217,32,0,train
3,367,102,0,train
3,9,73,0,train
3,532,88,0,train
3,313,69,0,train
3,64,41,0,train
3,189,112,0,train
3,196,67,0,train
3,491,68,0,train
3,163,84,0,train
3,310,56,0,train
3,392,81,0,train
3,163,30,0,train
3,341,22,0,train
3,567,0,0,train
3,264,78,0,train
3,307,56,0,train
3,177,43,0,train
3,159,22,0,train
3,279,44,0,train
3,238,79,0,train
3,60,89,0,train
3,477,23,0,train
3,481,10,0,train
3,165,100,0,train
3,169,81,0,train
3,615,38,0,train
3,92,11,0,train
3,231,10,0,train
3,43,114,0,train
3,521,57,0,train
3,85,109,0,train
3,148,79,0,train
3,552,20,0,train
3,388,88,0,train
3,84,69,0,train
3,274,57,0,train
3,602,30,0,train
3,285,38,0,train
3,546,96,0,train
3,619,60,0,train
3,68,1,0,train
3,284,19,0,train
3,618,13,0,train
3,177,42,0,train
3,11,42,0,train
3,121,13,0,train
3,431,72,0,train
3,95,23,0,train
3,311,48,0,train
3,518,31,0,train
3,337,20,0,train
3,387,46,0,train
3,348,91,0,train
3,64,106,0,train
3,95,44,0,train
3,12,96,0,train
3,287,93,0,train
3,158,29,0,train
3,148,106,0,train
3,127,96,0,train
3,122,92,0,train
3,610,32,0,train
3,370,93,0,train
3,580,54,0,train
3,2,93,0,train
3,325,110,0,train
3,155,88,0,train
3,500,86,0,train
3,247,92,0,train
3,331,33,0,train
3,371,61,0,train
3,564,114,0,train
3,378,74,0,train
3,101,9,0,train
3,112,61,0,train
3,188,80,0,train
3,425,46,0,train
3,520,11,0,train
3,322,93,0,train
3,414,10,0,train
3,249,98,0,train
3,480,62,0,train
3,565,98,0,train
3,76,38,0,train
3,22,38,0,train
3,101,36,0,train
3,32,103,0,train
3,504,57,0,train
3,159,44,0,train
3,540,90,0,train
3,235,110,0,train
3,389,55,0,train
3,525,81,0,train
3,161,38,0,train
3,138,93,0,train
3,265,55,0,train
3,506,2,0,train
3,80,114,0,train
3,398,65,0,train
3,298,96,0,train
3,608,48,0,train
3,186,81,0,train
3,471,91,0,train
3,178,41,0,train
3,290,19,0,train
3,601,91,0,train
3,455,25,0,train
3,445,88,0,train
3,464,65,0,train
3,435,42,0,train
3,484,5,0,train
3,101,93,0,train
3,392,105,0,train
3,15,88,0,train
3,243,53,0,train
3,556,74,0,train
3,171,35,0,train
3,278,0,0,train
3,282,83,0,train
3,47,110,0,train
3,10,25,0,train
3,21,32,0,train
3,219,90,0,train
3,90,17,0,train
3,353,91,0,train
3,379,32,0,train
3,132,106,0,train
3,406,58,0,train
3,291,100,0,train
3,340,88,0,train
3,299,64,0,train
3,239,51,0,train
3,18,109,0,train
3,484,92,0,train
3,101,82,0,train
3,133,83,0,train
3,608,11,0,train
3,429,61,0,train
3,215,53,0,train
3,486,30,0,train
3,562,81,0,train
3,88,14,0,train
3,492,89,0,train
3,140,64,0,train
3,401,48,0,train
3,557,54,0,train
3,433,25,0,train
3,149,92,0,train
3,557,13,0,train
3,458,22,0,train
3,32,69,0,train
3,15,20,0,train
3,330,51,0,train
3,344,85,0,train
3,51,32,0,train
3,138,37,0,train
3,475,62,0,train
3,614,8,0,train
3,281,1,0,train
3,454,112,0,train
3,388,58,0,train
3,261,104,0,train
3,530,76,0,train
3,29,100,0,train
3,164,106,0,train
3,399,93,0,train
3,553,37,0,train
3,290,6,0,train
3,286,71,0,train
3,562,75,0,train
3,27,88,0,train
3,326,118,0,train
3,53,24,0,train
3,34,29,0,train
3,621,3,0,train
3,148,25,0,train
3,431,42,0,train
3,281,71,0,train
3,71,112,0,train
3,210,80,0,train
3,552,109,0,train
3,495,93,0,train
3,127,56,0,train
3,176,38,0,train
3,526,61,0,train
3,302,88,0,train
3,524,44,0,train
3,410,66,0,train
3,39,78,0,train
3,123,60,0,train
3,336,54,0,train
3,80,55,0,train
3,236,35,0,train
3,97,81,0,train
3,69,71,0,train
3,572,104,0,train
3,539,89,0,train
3,325,48,0,train
3,7,102,0,train
3,337,14,0,train
3,331,37,0,train
3,389,76,0,train
3,101,109,0,train
3,54,86,0,train
3,105,76,0,train
3,201,15,0,train
3,134,74,0,train
3,597,83,0,train
3,251,73,0,train
3,107,31,0,train
3,442,57,0,train
3,155,100,0,train
3,322,80,0,train
3,185,92,0,train
3,605,82,0,train
3,307,25,0,train
3,304,90,0,train
3,369,2,0,train
3,274,105,0,train
3,284,114,0,train
3,463,92,0,train
3,387,37,0,train
3,340,36,0,train
3,63,99,0,train
3,132,10,0,train
3,293,17,0,train
3,46,3,0,train
3,137,39,0,train
3,424,93,0,train
3,356,89,0,train
3,604,101,0,train
3,230,108,0,train
3,118,69,0,train
3,444,103,0,train
3,384,75,0,train
3,327,22,0,train
3,158,39,0,train
3,345,7,0,train
3,574,25,0,train
3,556,46,0,train
3,410,108,0,train
3,289,61,0,train
3,369,98,0,train
3,28,11,0,train
3,81,86,0,train
3,124,69,0,train
3,445,110,0,train
3,143,82,0,train
3,124,3,0,train
3,329,15,0,train
3,277,82,0,train
3,77,21,0,train
3,418,72,0,train
3,542,66,0,train
3,608,76,0,train
3,199,69,0,train
3,486,10,0,train
3,206,19,0,train
3,106,54,0,train
3,459,15,0,train
3,469,38,0,train
3,272,23,0,train
3,484,1,0,train
3,577,8,0,train
3,271,41,0,train
3,457,18,0,train
3,511,109,0,train
3,553,88,0,train
3,20,93,0,train
3,354,64,0,train
3,211,89,0,train
3,329,71,0,train
3,526,109,0,train
3,228,43,0,train
3,392,24,0,train
3,369,102,0,train
3,527,116,0,train
3,527,72,0,train
3,605,92,0,train
3,422,64,0,train
3,64,0,0,train
3,130,75,0,train
3,484,93,0,train
3,383,41,0,train
3,347,62,0,train
3,340,7,0,train
3,136,31,0,train
3,454,110,0,train
3,313,89,0,train
3,552,71,0,train
3,227,80,0,train
3,28,116,0,train
3,399,114,0,train
3,601,118,0,train
3,373,38,0,train
3,286,35,0,train
3,564,5,0,train
3,66,0,0,train
3,281,109,0,train
3,375,6,0,train
3,12,93,0,train
3,330,32,0,train
3,566,42,0,train
3,497,61,0,train
3,585,79,0,train
3,584,51,0,train
3,131,75,0,train
3,84,29,0,train
3,443,0,0,train
3,196,81,0,train
3,456,103,0,train
3,611,10,0,train
3,369,7,0,train
3,509,116,0,train
3,249,54,0,train
3,323,1,0,train
3,424,31,0,train
3,404,106,0,train
3,163,51,0,train
3,526,46,0,train
3,68,30,0,train
3,91,13,0,train
3,104,90,0,train
3,461,114,0,train
3,185,2,0,train
3,49,3,0,train
3,182,89,0,train
3,495,60,0,train
3,337,89,0,train
3,496,88,0,train
3,462,15,0,train
3,224,60,0,train
3,72,7,0,train
3,504,37,0,train
3,387,107,0,train
3,160,5,0,train
3,605,2,0,train
3,590,42,0,train
3,387,64,0,train
3,174,89,0,train
3,47,25,0,train
3,621,42,0,train
3,277,38,0,train
3,93,84,0,train
3,47,23,0,train
3,110,25,0,train
3,621,96,0,train
3,300,116,0,train
3,421,96,0,train
3,347,92,0,train
3,496,99,0,train
3,313,9,0,train
3,596,54,0,train
3,392,66,0,train
3,33,67,0,train
3,200,96,0,train
3,521,0,0,train
3,33,85,0,train
3,105,23,0,train
3,605,99,0,train
3,163,99,0,train
3,4,116,0,train
3,106,89,0,train
3,440,3,0,train
3,545,23,0,train
3,360,79,0,train
3,271,7,0,train
3,356,24,0,train
3,228,83,0,train
3,618,22,0,train
3,484,15,0,train
3,10,105,0,train
3,13,73,0,train
3,218,79,0,train
3,216,24,0,train
3,214,96,0,train
3,611,105,0,train
3,133,10,0,train
3,81,67,0,train
3,132,24,0,train
3,387,105,0,train
3,71,62,0,train
3,258,99,0,train
3,433,14,0,train
3,93,69,0,train
3,388,65,0,train
3,495,102,0,train
3,138,69,0,train
3,23,88,0,train
3,40,92,0,train
3,117,98,0,train
3,22,104,0,train
3,151,55,0,train
3,230,42,0,train
3,181,99,0,train
3,109,86,0,train
3,597,11,0,train
3,607,20,0,train
3,12,43,0,train
3,299,101,0,train
3,104,60,0,train
3,276,98,0,train
3,567,91,0,train
3,49,96,0,train
3,459,37,0,train
3,592,108,0,train
3,620,72,0,train
3,112,98,0,train
3,238,116,0,train
3,200,65,0,train
3,204,61,0,train
3,185,110,0,train
3,466,89,0,train
3,353,25,0,train
3,1,53,0,train
3,35,58,0,train
3,585,60,0,train
3,254,118,0,train
3,615,5,0,train
3,251,29,0,train
3,495,19,0,train
3,433,92,0,train
3,493,33,0,train
3,542,21,0,train
3,55,114,0,train
3,574,87,0,train
3,83,42,0,train
3,486,92,0,train
3,371,41,0,train
3,131,81,0,train
3,60,101,0,train
3,300,85,0,train
3,464,53,0,train
3,53,11,0,train
3,399,104,0,train
3,7,21,0,train
3,267,19,0,train
3,128,62,0,train
3,616,60,0,train
3,189,25,0,train
3,520,39,0,train
3,540,41,0,train
3,493,118,0,train
3,109,109,0,train
3,501,37,0,train
3,607,81,0,train
3,136,33,0,train
3,493,60,0,train
3,326,96,0,train
3,121,99,0,train
3,85,8,0,train
3,450,17,0,train
3,540,62,0,train
3,527,15,0,train
3,453,101,0,train
3,2,79,0,train
3,285,6,0,train
3,354,8,0,train
3,280,101,0,train
3,224,102,0,train
3,72,58,0,train
3,554,17,0,train
3,509,93,0,train
3,369,62,0,train
3,201,87,0,train
3,205,11,0,train
3,155,27,0,train
3,497,66,0,train
3,590,3,0,train
3,230,75,0,train
3,346,35,0,train
3,450,114,0,train
3,84,42,0,train
3,314,80,0,train
3,325,44,0,train
3,506,112,0,train
3,608,58,0,train
3,213,76,0,train
3,488,9,0,train
3,143,90,0,train
3,604,88,0,train
3,13,2,0,train
3,471,25,0,train
3,592,65,0,train
3,286,0,0,train
3,529,8,0,train
3,456,42,0,train
3,209,72,0,train
3,524,76,0,train
3,281,114,0,train
3,92,80,0,train
3,385,37,0,train
3,442,15,0,train
3,543,29,0,train
3,318,15,0,train
3,217,92,0,train
3,311,71,0,train
3,360,44,0,train
3,323,18,0,train
3,331,106,0,train
3,597,75,0,train
3,290,111,0,train
3,282,90,0,train
3,289,56,0,train
3,554,73,0,train
3,171,107,0,train
3,515,109,0,train
3,482,10,0,train
3,573,89,0,train
3,195,24,0,train
3,217,55,0,train
3,431,103,0,train
3,60,5,0,train
3,367,1,0,train
3,453,75,0,train
3,333,118,0,train
3,610,39,0,train
3,91,46,0,train
3,155,31,0,train
3,267,30,0,train
3,423,18,0,train
3,462,96,0,train
3,40,82,0,train
3,84,101,0,train
3,97,105,0,train
3,243,114,0,train
3,573,107,0,train
3,158,76,0,train
3,85,44,0,train
3,505,20,0,train
3,581,82,0,train
3,93,33,0,train
3,239,2,0,train
3,367,6,0,train
3,248,32,0,train
3,302,65,0,train
3,549,103,0,train
3,540,20,0,train
3,300,82,0,train
3,574,23,0,train
3,11,64,0,train
3,514,44,0,train
3,0,105,0,train
3,274,24,0,train
3,509,96,0,train
3,223,106,0,train
3,62,35,0,train
3,557,107,0,train
3,541,21,0,train
3,241,74,0,train
3,0,13,0,train
3,555,30,0,train
3,611,89,0,train
3,527,91,0,train
3,406,41,0,train
3,243,79,0,train
3,602,55,0,train
3,243,105,0,train
3,561,82,0,train
3,460,56,0,train
3,49,55,0,train
3,235,88,0,train
3,523,25,0,train
3,178,15,0,train
3,302,6,0,train
3,291,58,0,train
3,582,108,0,train
3,283,90,0,train
3,523,100,0,train
3,559,54,0,train
3,552,96,0,train
3,64,20,0,train
3,556,6,0,train
3,520,69,0,train
3,143,2,0,train
3,327,48,0,train
3,347,73,0,train
3,446,91,0,train
3,618,82,0,train
3,384,74,0,train
3,310,84,0,train
3,10,99,0,train
3,414,114,0,train
3,306,24,0,train
3,602,20,0,train
3,500,108,0,train
3,430,116,0,train
3,296,53,0,train
3,448,53,0,train
3,578,24,0,train
3,423,89,0,train
3,473,74,0,train
3,457,25,0,train
3,258,111,0,train
3,509,89,0,train
3,602,79,0,train
3,306,98,0,train
3,221,30,0,train
3,451,102,0,train
3,508,58,0,train
3,254,78,0,train
3,198,17,0,train
3,107,60,0,train
3,489,114,0,train
3,443,44,0,train
3,525,41,0,train
3,609,103,0,train
3,326,19,0,train
3,146,118,0,train
3,269,5,0,train
3,371,44,0,train
3,261,18,0,train
3,428,71,0,train
3,281,39,0,train
3,521,27,0,train
3,461,109,0,train
3,554,105,0,train
3,587,118,0,train
3,221,20,0,train
3,414,20,0,train
3,71,88,0,train
3,102,9,0,train
3,397,112,0,train
3,198,3,0,train
3,592,62,0,train
3,1,0,0,train
3,499,38,0,train
3,199,68,0,train
3,422,78,0,train
3,435,46,0,train
3,2,42,0,train
3,441,25,0,train
3,132,105,0,train
3,372,105,0,train
3,267,110,0,train
3,76,31,0,train
3,332,46,0,train
3,238,91,0,train
3,340,17,0,train
3,251,111,0,train
3,373,68,0,train
3,372,90,0,train
3,402,69,0,train
3,340,73,0,train
3,423,73,0,train
3,206,56,0,train
3,399,78,0,train
3,620,64,0,train
3,529,96,0,train
3,511,31,0,train
3,300,73,0,train
3,318,57,0,train
3,302,51,0,train
3,408,96,0,train
3,620,71,0,train
3,164,37,0,train
3,265,111,0,train
3,56,107,0,train
3,287,3,0,train
3,136,83,0,train
3,500,30,0,train
3,219,58,0,train
3,400,98,0,train
3,149,81,0,train
3,208,51,0,train
3,401,53,0,train
3,277,22,0,train
3,514,53,0,train
3,32,56,0,train
3,43,102,0,train
3,232,76,0,train
3,489,68,0,train
3,137,89,0,train
3,514,54,0,train
3,286,20,0,train
3,482,31,0,train
3,505,57,0,train
3,427,39,0,train
3,149,98,0,train
3,454,67,0,train
3,386,53,0,train
3,346,61,0,train
3,477,17,0,train
3,334,22,0,train
3,313,51,0,train
3,293,11,0,train
3,614,112,0,train
3,541,15,0,train
3,310,38,0,train
3,258,37,0,train
3,311,64,0,train
3,250,56,0,train
3,360,98,0,train
3,435,105,0,train
3,616,51,0,train
3,75,80,0,train
3,140,91,0,train
3,467,79,0,train
3,404,15,0,train
3,318,76,0,train
3,291,37,0,train
3,398,107,0,train
3,307,0,0,train
3,339,44,0,train
3,121,55,0,train
3,112,111,0,train
3,244,100,0,train
3,322,17,0,train
3,189,20,0,train
3,331,114,0,train
3,183,46,0,train
3,291,56,0,train
3,171,25,0,train
3,268,72,0,train
3,492,15,0,train
3,384,51,0,train
3,384,15,0,train
3,11,36,0,train
3,186,83,0,train
3,366,66,0,train
3,58,114,0,train
3,98,90,0,train
3,260,72,0,train
3,344,64,0,train
3,135,18,0,train
3,356,9,0,train
3,351,25,0,train
3,334,79,0,train
3,183,104,0,train
3,341,19,0,train
3,177,87,0,train
3,86,61,0,train
3,44,105,0,train
3,345,73,0,train
3,473,67,0,train
3,23,43,0,train
3,28,84,0,train
3,224,37,0,train
3,567,53,0,train
3,28,2,0,train
3,445,106,0,train
3,453,8,0,train
3,322,102,0,train
3,124,87,0,train
3,482,57,0,train
3,489,29,0,train
3,550,111,0,train
3,576,93,0,train
3,398,2,0,train
3,619,79,0,train
3,80,64,0,train
3,42,81,0,train
3,573,116,0,train
3,514,92,0,train
3,204,24,0,train
3,607,68,0,train
3,106,118,0,train
3,329,116,0,train
3,379,106,0,train
3,39,104,0,train
3,532,65,0,train
3,378,85,0,train
3,389,39,0,train
3,578,92,0,train
3,236,92,0,train
3,488,14,0,train
3,144,15,0,train
3,147,57,0,train
3,566,53,0,train
3,605,24,0,train
3,10,7,0,train
3,271,118,0,train
3,70,76,0,train
3,133,48,0,train
3,188,33,0,train
3,311,2,0,train
3,490,11,0,train
3,210,100,0,train
3,3,16,1,test
3,8,26,1,test
3,8,28,1,test
3,36,50,1,test
3,36,52,1,test
3,38,52,1,test
3,45,52,1,test
3,48,34,1,test
3,48,52,1,test
3,50,63,1,test
3,57,26,1,test
3,57,52,1,test
3,59,26,1,test
3,59,34,1,test
3,59,52,1,test
3,67,52,1,test
3,74,26,1,test
3,74,40,1,test
3,74,52,1,test
3,74,59,1,test
3,103,34,1,test
3,103,52,1,test
3,111,34,1,test
3,113,52,1,test
3,126,16,1,test
3,126,52,1,test
3,141,50,1,test
3,141,52,1,test
3,154,52,1,test
3,157,16,1,test
3,157,52,1,test
3,168,52,1,test
3,172,52,1,test
3,175,26,1,test
3,175,52,1,test
3,180,26,1,test
3,180,52,1,test
3,207,16,1,test
3,225,16,1,test
3,229,49,1,test
3,229,52,1,test
3,245,115,1,test
3,253,52,1,test
3,262,26,1,test
3,262,52,1,test
3,263,49,1,test
3,263,52,1,test
3,266,16,1,test
3,297,52,1,test
3,303,52,1,test
3,305,52,1,test
3,309,52,1,test
3,316,50,1,test
3,319,16,1,test
3,319,52,1,test
3,321,52,1,test
3,335,52,1,test
3,349,16,1,test
3,349,52,1,test
3,350,52,1,test
3,355,34,1,test
3,359,52,1,test
3,361,52,1,test
3,362,52,1,test
3,377,52,1,test
3,380,16,1,test
3,380,52,1,test
3,381,52,1,test
3,390,52,1,test
3,396,52,1,test
3,405,52,1,test
3,407,52,1,test
3,412,16,1,test
3,412,117,1,test
3,415,52,1,test
3,417,52,1,test
3,419,52,1,test
3,420,16,1,test
3,420,52,1,test
3,434,52,1,test
3,437,52,1,test
3,439,52,1,test
3,449,52,1,test
3,452,52,1,test
3,465,16,1,test
3,487,52,1,test
3,535,16,1,test
3,544,52,1,test
3,551,26,1,test
3,568,52,1,test
3,570,28,1,test
3,571,28,1,test
3,594,52,1,test
3,612,52,1,test
3,328,94,0,test
3,17,52,0,test
3,190,59,0,test
3,150,26,0,test
3,359,34,0,test
3,328,34,0,test
3,328,59,0,test
3,222,26,0,test
3,328,16,0,test
3,150,59,0,test
3,8,16,0,test
3,193,16,0,test
3,328,26,0,test
3,599,34,0,test
3,328,45,0,test
3,193,26,0,test
3,193,52,0,test
3,328,52,0,test
3,150,34,0,test
3,36,59,0,test
3,362,113,0,test
3,45,70,0,test
3,558,97,0,test
3,599,113,0,test
3,226,59,0,test
3,403,12,0,test
3,316,45,0,test
3,152,117,0,test
3,309,49,0,test
3,157,70,0,test
3,319,4,0,test
3,570,49,0,test
3,48,12,0,test
3,439,26,0,test
3,528,77,0,test
3,544,28,0,test
3,470,12,0,test
3,321,47,0,test
3,229,28,0,test
3,190,47,0,test
3,583,45,0,test
3,551,4,0,test
3,536,4,0,test
3,361,94,0,test
3,31,26,0,test
3,255,40,0,test
3,470,70,0,test
3,45,40,0,test
3,551,94,0,test
3,612,59,0,test
3,352,16,0,test
3,352,40,0,test
3,412,34,0,test
3,266,52,0,test
3,180,50,0,test
3,19,70,0,test
3,349,59,0,test
3,225,115,0,test
3,483,26,0,test
3,535,120,0,test
3,419,34,0,test
3,352,113,0,test
3,139,117,0,test
3,3,95,0,test
3,612,94,0,test
3,361,16,0,test
3,571,63,0,test
3,593,47,0,test
3,194,120,0,test
3,309,4,0,test
3,487,28,0,test
3,292,52,0,test
3,67,49,0,test
3,222,28,0,test
3,361,117,0,test
3,50,115,0,test
3,172,119,0,test
3,3,28,0,test
3,600,45,0,test
3,449,59,0,test
3,487,117,0,test
3,594,70,0,test
3,395,40,0,test
3,126,95,0,test
3,417,45,0,test
3,222,50,0,test
3,613,26,0,test
3,303,26,0,test
3,535,34,0,test
3,599,49,0,test
3,305,26,0,test
3,94,119,0,test
3,37,49,0,test
3,180,70,0,test
4,0,9,1,train
4,0,10,1,train
4,1,12,1,train
4,3,10,1,train
4,3,16,1,train
4,4,9,1,train
4,5,9,1,train
4,6,5,1,train
4,6,8,1,train
4,6,9,1,train
4,6,16,1,train
4,6,20,1,train
4,6,21,1,train
4,6,22,1,train
4,6,24,1,train
4,7,9,1,train
4,8,5,1,train
4,8,8,1,train
4,8,10,1,train
4,8,18,1,train
4,8,19,1,train
4,8,25,1,train
4,8,26,1,train
4,8,28,1,train
4,8,29,1,train
4,9,1,1,train
4,9,5,1,train
4,9,6,1,train
4,9,19,1,train
4,9,31,1,train
4,9,32,1,train
4,10,9,1,train
4,10,28,1,train
4,11,5,1,train
4,11,9,1,train
4,14,5,1,train
4,14,34,1,train
4,15,9,1,train
4,16,6,1,train
4,16,9,1,train
4,16,10,1,train
4,16,36,1,train
4,16,37,1,train
4,17,1,1,train
4,18,5,1,train
4,18,18,1,train
4,19,10,1,train
4,19,18,1,train
4,19,39,1,train
4,20,1,1,train
4,20,5,1,train
4,20,9,1,train
4,20,10,1,train
4,21,40,1,train
4,21,41,1,train
4,22,5,1,train
4,22,9,1,train
4,23,3,1,train
4,24,1,1,train
4,25,1,1,train
4,25,3,1,train
4,25,9,1,train
4,25,10,1,train
4,25,22,1,train
4,25,38,1,train
4,25,43,1,train
4,26,5,1,train
4,26,44,1,train
4,27,9,1,train
4,29,39,1,train
4,29,46,1,train
4,30,5,1,train
4,30,9,1,train
4,30,10,1,train
4,30,47,1,train
4,31,10,1,train
4,32,1,1,train
4,32,3,1,train
4,32,5,1,train
4,32,10,1,train
4,32,47,1,train
4,32,49,1,train
4,32,50,1,train
4,32,51,1,train
4,33,6,1,train
4,33,50,1,train
4,33,51,1,train
4,33,52,1,train
4,34,5,1,train
4,34,18,1,train
4,34,50,1,train
4,34,52,1,train
4,34,54,1,train
4,34,55,1,train
4,36,3,1,train
4,36,5,1,train
4,36,50,1,train
4,36,52,1,train
4,37,3,1,train
4,37,5,1,train
4,38,1,1,train
4,38,38,1,train
4,38,52,1,train
4,39,5,1,train
4,39,52,1,train
4,39,57,1,train
4,40,1,1,train
4,40,3,1,train
4,40,5,1,train
4,40,52,1,train
4,40,57,1,train
4,41,18,1,train
4,41,51,1,train
4,41,58,1,train
4,42,1,1,train
4,42,5,1,train
4,42,10,1,train
4,42,16,1,train
4,42,18,1,train
4,42,19,1,train
4,42,32,1,train
4,42,34,1,train
4,42,50,1,train
4,42,54,1,train
4,42,55,1,train
4,42,59,1,train
4,45,3,1,train
4,45,52,1,train
4,46,16,1,train
4,47,1,1,train
4,47,5,1,train
4,47,9,1,train
4,47,10,1,train
4,47,18,1,train
4,47,52,1,train
4,47,57,1,train
4,48,5,1,train
4,48,10,1,train
4,48,34,1,train
4,48,52,1,train
4,49,10,1,train
4,49,19,1,train
4,49,62,1,train
4,49,63,1,train
4,50,10,1,train
4,50,19,1,train
4,50,62,1,train
4,50,63,1,train
4,52,1,1,train
4,52,3,1,train
4,52,5,1,train
4,52,37,1,train
4,52,57,1,train
4,54,5,1,train
4,55,1,1,train
4,55,6,1,train
4,55,9,1,train
4,55,31,1,train
4,55,52,1,train
4,55,57,1,train
4,56,6,1,train
4,57,1,1,train
4,57,26,1,train
4,57,52,1,train
4,58,18,1,train
4,58,26,1,train
4,59,5,1,train
4,59,9,1,train
4,59,26,1,train
4,59,34,1,train
4,59,52,1,train
4,59,57,1,train
4,60,1,1,train
4,60,52,1,train
4,62,1,1,train
4,62,5,1,train
4,62,52,1,train
4,63,9,1,train
4,64,5,1,train
4,64,31,1,train
4,66,1,1,train
4,66,5,1,train
4,66,18,1,train
4,66,52,1,train
4,66,65,1,train
4,67,1,1,train
4,67,52,1,train
4,68,5,1,train
